MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.18434519185069626,0.060691071561973,0.2463555795227155,0.0009457482580351728,0.4429811475409837,1.8852459016283074e-05,0.990316224908085
