MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.1861001368954508,0.0611630137378432,0.24731157218748015,-0.006823035934513166,0.47385052824193713,0.00014953194482592025,0.9893991703391186
