MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.18470698154022203,0.06077075179102461,0.24651724440903644,-0.00036589231058603566,0.4624608949460657,0.0004738328661847424,0.9897746379946161
