MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.18500199541237766,0.06062971372604781,0.24623101698617866,0.001955778321454882,0.460365833658489,3.960233109023825e-05,0.9904381753529048
