MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.18633674340963566,0.06089766377954763,0.24677452011815895,-0.002455029286879018,0.45867098515751603,2.1589938180577306e-06,0.9904261079029432
