MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.25020737657891384,0.07577687449624221,0.27527599694895705,-1.0378384894254196,0.5248583363605885,0.05221539863135333,0.9856616034268961
