MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.1892711960518668,0.049559340326520714,0.22261927213635552,-0.33278037527036775,0.3453122454969578,0.0006585191913873745,0.9973588753638122
