MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.18644084612696232,0.06024378051516217,0.2454460847419697,-0.6201129368087441,0.6033276359608838,0.010785873219534892,0.9823551111865483
