MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.19071532946666667,0.04627259888423355,0.21511066659799452,-0.2443912953510774,0.41384315559259255,0.035062442,0.9878608594683117
