MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.20754595199889772,0.061112750701784645,0.2472099324496988,0.026062039395186698,0.6728868320578627,0.0001880465776600282,0.9960552915270765
