MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.20844435619537416,0.0614880497352728,0.24796784012301434,0.020080996632506176,0.6213015345183821,0.00031256254664457916,0.9960505083198603
