MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
0.20958672072413645,0.05698967996856494,0.2387251138204042,-0.5326016560070401,0.39647238314314537,0.013715628521414336,0.9797133433673365
