MAE,MSE,RMSE,R2,MAX_ERROR,MIN_ERROR,nDCG
1.8933052825398105,5.046930358866829,2.2465374154166295,0.00701713411956284,5.023582716986777,0.012001661211472836,0.9798294732012512
